TXN DATE,TRANSACTION ID,CUSTOMER ID,POLICY NUMBER,POLICY EFF DT,LOSS DT,REPORT DT,INSURANCE TYPE,PREMIUM AMOUNT,CLAIM AMOUNT,CUSTOMER NAME,CITY,STATE,POSTAL CODE,MARITAL STATUS,AGE,TENURE,EMPLOYMENT STATUS,NO OF FAMILY MEMBERS,RISK SEGMENTATION,HOUSE TYPE,SOCIAL CLASS,CUSTOMER EDUCATION LEVEL,CLAIM STATUS,INCIDENT SEVERITY,AUTHORITY CONTACTED,ANY INJURY,POLICE REPORT AVAILABLE,INCIDENT STATE,INCIDENT CITY,INCIDENT HOUR OF THE DAY,AGENT ID,VENDOR ID
17-03-2021,TXN00007312,A00002777,PLC00008624,22-11-2019,25-02-2021,02-03-2021,Motor,85.13,2000,Mattie Hargis,Hartford,VT,5001,Single,31,48,Employed,7,Low,Mortgage,Medium Income,College,Approved,Minor Loss,None,Yes,No,FL,Lynn Haven,20,AGENT00582,No Vendor
17-03-2021,TXN00007313,A00001793,PLC00006220,10-03-2017,26-02-2021,03-03-2021,Property,125.21,39000,George Beller,Glendale,AZ,85301,Married,57,30,Employed,6,High,Rent,Medium Income,High School,Approved,Minor Loss,Police,Yes,Yes,GA,Savannah,9,AGENT00647,VNDR00262
17-03-2021,TXN00007314,A00000696,PLC00001860,19-07-2016,11-03-2021,13-03-2021,Property,120.81,11000,Lisa Woodall,Anchorage,AK,99508,Single,33,118,Employed,6,Low,Own,Medium Income,Masters,Denied,Total Loss,Ambulance,Yes,Yes,AL,Montgomery,16,AGENT00393,VNDR00430
17-03-2021,TXN00007315,A00009948,PLC00002481,27-11-2015,26-02-2021,03-03-2021,Motor,99.76,10000,Imogene Grossman,Dennis,MA,2639,Married,30,37,Employed,3,Low,Mortgage,Higher Incomegh Income,College,Approved,Total Loss,Police,Yes,Yes,MD,Severn,2,AGENT00906,VNDR00509
17-03-2021,TXN00007316,A00007748,PLC00004912,13-07-2012,04-03-2021,09-03-2021,Mobile,9.92,500,Eva Tartaglia,Palmer,MA,1069,Single,55,42,Employed,7,Medium,Mortgage,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,AZ,Glendale,22,AGENT00809,VNDR00176
17-03-2021,TXN00007317,A00000093,PLC00000524,20-02-2012,13-03-2021,14-03-2021,Mobile,10.84,100,William Sorensen,Anchorage,AK,99515,Married,48,38,Employed,6,Low,Own,Lower Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,KY,Louisville,23,AGENT01080,No Vendor
17-03-2021,TXN00007318,A00005293,PLC00005063,19-05-2019,27-02-2021,04-03-2021,Motor,103.34,6000,Edward Whitehead,Fayetteville,AR,72703,Single,50,67,Unemployed,3,High,Rent,Medium Income,PhD,Approved,Minor Loss,Ambulance,No,No,FL,Panama City,7,AGENT01174,No Vendor
17-03-2021,TXN00007319,A00000882,PLC00009809,27-09-2011,14-03-2021,14-03-2021,Motor,87.65,6000,Lloyd Jankowski,Savannah,GA,31419,Married,56,23,Employed,4,Medium,Rent,Medium Income,Masters,Approved,Total Loss,Police,No,Yes,FL,Panama City Beach,3,AGENT00885,VNDR00057
17-03-2021,TXN00007320,A00005158,PLC00000189,24-08-2013,04-03-2021,09-03-2021,Motor,135.99,7000,Irene Gaccione,Oakland,CA,94619,Single,46,80,Employed,6,Medium,Rent,Medium Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,MD,Glen Burnie,11,AGENT00620,VNDR00168
17-03-2021,TXN00007321,A00006743,PLC00003025,27-03-2015,03-03-2021,08-03-2021,Health,163.52,1000,Annette Hickey,Oklahoma City,OK,73112,Married,58,71,Employed,6,Low,Rent,Lower Income,Bachelor,Denied,Minor Loss,Ambulance,No,Yes,TN,Nashville,16,AGENT01096,No Vendor
17-03-2021,TXN00007322,A00008828,PLC00001426,07-02-2016,03-03-2021,08-03-2021,Life,58.90,12000,Frances Hawkins,Eureka,CA,95503,Single,47,56,Employed,2,Medium,Own,Lower Income,College,Approved,Major Loss,Ambulance,Yes,Yes,MD,Glen Burnie,3,AGENT00620,VNDR00113
17-03-2021,TXN00007323,A00007753,PLC00009750,04-06-2016,05-03-2021,10-03-2021,Property,110.96,32000,Myra Lannier,Glendale,AZ,85305,Married,38,93,Employed,3,Medium,Own,Medium Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,OK,Oklahoma City,19,AGENT01004,VNDR00170
17-03-2021,TXN00007324,A00002729,PLC00006018,07-07-2015,10-03-2021,12-03-2021,Travel,52.56,4000,Juan Jones,Manchester,CT,6040,Married,30,53,Employed,3,Low,Own,Medium Income,Bachelor,Denied,Total Loss,Police,Yes,Yes,MA,Aquinnah,17,AGENT00138,VNDR00306
17-03-2021,TXN00007325,A00001416,PLC00001418,23-04-2013,10-03-2021,12-03-2021,Motor,120.80,9000,Mary Oberry,Hartford,VT,5001,Married,55,30,Employed,7,Medium,Rent,Lower Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,GA,Savannah,2,AGENT00175,VNDR00465
17-03-2021,TXN00007326,A00001457,PLC00002679,10-11-2011,05-03-2021,10-03-2021,Mobile,8.68,400,Norman Layland,Anchorage,AK,99518,Married,54,96,Employed,3,Medium,Rent,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,MD,Baltimore,2,AGENT00580,No Vendor
17-03-2021,TXN00007327,A00006424,PLC00001690,27-04-2014,11-03-2021,13-03-2021,Property,143.56,18000,Barry Rand,Washington,DC,20011,Married,30,99,Employed,6,Medium,Own,Medium Income,College,Approved,Total Loss,Ambulance,No,Yes,CO,Arvada,14,AGENT00786,VNDR00361
17-03-2021,TXN00007328,A00008047,PLC00004163,18-02-2015,11-03-2021,13-03-2021,Motor,124.01,2000,Shannon Macki,Panama City Beach,FL,32408,Married,62,68,Employed,5,Medium,Rent,Medium Income,High School,Approved,Minor Loss,Ambulance,No,Yes,AK,Anchorage,5,AGENT00893,VNDR00042
17-03-2021,TXN00007329,A00001087,PLC00004701,27-09-2019,08-03-2021,11-03-2021,Mobile,10.26,400,Yvonne He,Panama City,FL,32401,Married,56,119,Employed,4,Low,Mortgage,Medium Income,Bachelor,Approved,Major Loss,Ambulance,Yes,No,CO,Arvada,15,AGENT00503,VNDR00209
17-03-2021,TXN00007330,A00006581,PLC00001717,20-08-2010,11-03-2021,13-03-2021,Property,159.19,39000,Patrick Brown,Washington,DC,20009,Married,41,19,Employed,5,High,Rent,Medium Income,Bachelor,Approved,Total Loss,Police,No,Yes,VT,Pawlet,10,AGENT00106,VNDR00529
17-03-2021,TXN00007331,A00002917,PLC00005535,05-02-2016,06-03-2021,11-03-2021,Travel,54.18,2000,Edna Ho,Fayetteville,AR,72703,Married,32,118,Employed,2,Medium,Mortgage,Lower Income,Bachelor,Approved,Total Loss,None,Yes,Yes,FL,Panama City Beach,22,AGENT01176,No Vendor
17-03-2021,TXN00007332,A00008444,PLC00008729,09-05-2012,12-03-2021,13-03-2021,Travel,87.95,5000,Raymond Spencer,Vergennes,VT,5491,Married,47,108,Employed,4,Low,Rent,Medium Income,High School,Approved,Total Loss,Police,Yes,Yes,AK,Anchorage,14,AGENT00043,VNDR00006
17-03-2021,TXN00007333,A00006803,PLC00001214,28-03-2012,14-03-2021,14-03-2021,Property,89.57,15000,Nina Boyd,Washington,DC,20017,Married,53,35,Unemployed,4,Low,Rent,Lower Income,High School,Approved,Minor Loss,None,Yes,No,CT,Manchester,0,AGENT00361,No Vendor
17-03-2021,TXN00007334,A00000113,PLC00002012,09-08-2014,15-03-2021,15-03-2021,Property,90.86,11000,Zachary Lowe,Anchorage,AK,99515,Married,33,103,Employed,2,Medium,Own,Medium Income,College,Approved,Minor Loss,Ambulance,Yes,Yes,CA,Berkeley,11,AGENT00347,No Vendor
18-03-2021,TXN00007335,A00001111,PLC00004642,14-11-2012,01-03-2021,06-03-2021,Health,172.73,4000,Anne Driscoll,Burlington,VT,5401,Married,52,95,Employed,4,Low,Rent,Medium Income,MD,Approved,Major Loss,Police,No,Yes,KY,Louisville,5,AGENT00060,VNDR00584
18-03-2021,TXN00007336,A00001651,PLC00000525,06-06-2011,04-03-2021,09-03-2021,Life,73.40,37000,Wayne Birdwell,Glendale,AZ,85301,Single,34,22,Employed,2,Low,Mortgage,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,CO,Arvada,20,AGENT00334,No Vendor
18-03-2021,TXN00007337,A00004187,PLC00007059,04-05-2018,13-03-2021,14-03-2021,Travel,91.37,2000,Michael Grossman,Manchester,CT,6040,Married,39,20,Unemployed,7,Low,Rent,Lower Income,Bachelor,Approved,Minor Loss,Police,No,Yes,CA,Piedmont,16,AGENT00658,VNDR00161
18-03-2021,TXN00007338,A00007076,PLC00007293,01-03-2012,28-02-2021,05-03-2021,Health,176.81,16000,Helen Mcdowell,Glendale,AZ,85301,Married,62,74,Employed,6,Medium,Own,Medium Income,Unknown,Approved,Total Loss,Ambulance,No,No,AR,Fayetteville,20,AGENT00269,VNDR00248
18-03-2021,TXN00007339,A00008519,PLC00004262,04-04-2017,07-03-2021,12-03-2021,Travel,94.27,2000,Randy Chow,Anchorage,AK,99502,Married,46,90,Employed,4,Medium,Own,Medium Income,Masters,Approved,Major Loss,Ambulance,No,Yes,AK,Anchorage,2,AGENT00776,VNDR00343
18-03-2021,TXN00007340,A00005664,PLC00005645,20-10-2012,09-03-2021,12-03-2021,Motor,111.49,2000,Kay Marrero,Moore,OK,73160,Married,63,79,Employed,2,Medium,Mortgage,Lower Income,MD,Approved,Minor Loss,Ambulance,Yes,Yes,OK,Norman,16,AGENT00170,VNDR00429
18-03-2021,TXN00007341,A00009985,PLC00001578,10-07-2017,10-03-2021,13-03-2021,Health,159.00,5000,Mark Canida,Boulder,CO,80302,Married,26,28,Employed,2,Medium,Own,Medium Income,High School,Approved,Major Loss,Other,No,No,CT,Manchester,11,AGENT00550,VNDR00163
18-03-2021,TXN00007342,A00001055,PLC00001439,07-11-2014,17-03-2021,17-03-2021,Health,156.36,13000,Andrew Padron,Anchorage,AK,99517,Single,26,58,Employed,5,Low,Rent,Lower Income,PhD,Approved,Minor Loss,Ambulance,Yes,Yes,FL,Panama City,16,AGENT00504,VNDR00142
18-03-2021,TXN00007343,A00004177,PLC00008474,08-03-2017,14-03-2021,15-03-2021,Mobile,9.11,700,Priscilla Albright,Garden City,GA,31408,Married,40,116,Employed,7,Medium,Rent,Lower Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,CT,Manchester,22,AGENT00879,VNDR00023
18-03-2021,TXN00007344,A00009188,PLC00008712,04-02-2014,14-03-2021,15-03-2021,Life,54.09,54000,Shirley Carmean,Bethel,VT,5032,Single,31,29,Employed,5,Medium,Mortgage,Medium Income,College,Approved,Minor Loss,Ambulance,Yes,Yes,AZ,Glendale,13,AGENT00329,VNDR00279
18-03-2021,TXN00007345,A00008700,PLC00001259,29-04-2011,10-03-2021,13-03-2021,Travel,99.52,5000,Marjorie Mclean,Essex,VT,5452,Married,59,110,Employed,3,Medium,Own,Lower Income,Bachelor,Approved,Major Loss,Ambulance,Yes,Yes,FL,Panama City Beach,6,AGENT00005,VNDR00079
18-03-2021,TXN00007346,A00007473,PLC00001794,10-04-2018,16-03-2021,16-03-2021,Life,57.37,85000,Tonya Agee,Redding,CA,96003,Married,26,86,Employed,6,Low,Mortgage,Lower Income,Bachelor,Approved,Minor Loss,Other,Yes,Yes,VT,Thetford,10,AGENT00029,No Vendor
18-03-2021,TXN00007347,A00002737,PLC00009752,05-05-2019,02-03-2021,07-03-2021,Life,83.36,25000,Jeremy Vincent,Montgomery,AL,36117,Single,61,15,Employed,2,Low,Mortgage,Medium Income,Bachelor,Approved,Total Loss,Ambulance,Yes,Yes,AK,Anchorage,23,AGENT00908,VNDR00153
18-03-2021,TXN00007348,A00005216,PLC00007863,28-05-2012,26-02-2021,03-03-2021,Mobile,9.71,700,Thelma Vanzant,Glendale,AZ,85304,Married,61,40,Employed,7,Medium,Own,Medium Income,Bachelor,Approved,Minor Loss,None,No,Yes,TN,Nashville,0,AGENT00964,VNDR00167
18-03-2021,TXN00007349,A00001309,PLC00006550,15-04-2013,07-03-2021,12-03-2021,Motor,104.62,6000,Gregorio Swint,Arvada,CO,80004,Married,63,86,Employed,4,Low,Own,Medium Income,Bachelor,Approved,Total Loss,Police,No,Yes,OK,Oklahoma City,8,AGENT00915,No Vendor
18-03-2021,TXN00007350,A00002463,PLC00008861,15-01-2020,11-03-2021,13-03-2021,Property,150.58,30000,Armand Nunmaker,Montgomery,AL,36117,Married,33,90,Unemployed,2,Low,Mortgage,Medium Income,Bachelor,Approved,Major Loss,Ambulance,Yes,Yes,VT,Unknown,20,AGENT00629,No Vendor
18-03-2021,TXN00007351,A00001381,PLC00002175,27-10-2019,04-03-2021,09-03-2021,Property,150.59,13000,Kenneth Mcpherson,Fayetteville,AR,72701,Married,25,74,Employed,7,Medium,Rent,Medium Income,High School,Approved,Total Loss,Ambulance,Yes,No,CO,Arvada,12,AGENT00775,VNDR00243
18-03-2021,TXN00007352,A00002727,PLC00006068,14-03-2013,08-03-2021,11-03-2021,Travel,87.51,2000,Porter Book,Annapolis,MD,21403,Single,54,90,Employed,4,Low,Own,Medium Income,MD,Approved,Minor Loss,Police,No,No,CA,Hayward,17,AGENT00908,No Vendor
18-03-2021,TXN00007353,A00005114,PLC00009766,16-02-2015,06-03-2021,11-03-2021,Mobile,11.24,600,Rhonda Seit,Shelburne Falls,MA,1370,Single,33,93,Employed,6,Low,Rent,Medium Income,College,Approved,Total Loss,None,Yes,Yes,MA,Lunenburg,7,AGENT00935,VNDR00505
18-03-2021,TXN00007354,A00009992,PLC00002311,08-11-2011,03-03-2021,08-03-2021,Property,119.18,37000,Stacy Tucker,Newark,CA,94560,Married,39,35,Employed,3,Low,Rent,Medium Income,High School,Approved,Total Loss,None,No,No,CA,Alameda,16,AGENT00713,VNDR00508
18-03-2021,TXN00007355,A00004183,PLC00001209,10-01-2015,14-03-2021,15-03-2021,Life,89.08,44000,Timmy Harris,Glen Burnie,MD,21060,Married,51,53,Employed,6,High,Rent,Medium Income,College,Approved,Total Loss,Ambulance,Yes,No,CO,Arvada,15,AGENT00525,VNDR00568
18-03-2021,TXN00007356,A00004812,PLC00000315,03-01-2011,01-03-2021,06-03-2021,Health,154.62,9000,Greg Johnson,Nashville,TN,37214,Single,53,62,Employed,5,Low,Mortgage,Medium Income,High School,Approved,Minor Loss,None,No,Yes,AK,Anchorage,14,AGENT00233,VNDR00123
19-03-2021,TXN00007357,A00003825,PLC00007386,16-11-2017,09-03-2021,12-03-2021,Life,59.04,69000,Gloria Green,Nashville,TN,37205,Married,35,58,Employed,2,Medium,Mortgage,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,AK,Anchorage,5,AGENT00774,VNDR00600
19-03-2021,TXN00007358,A00003550,PLC00009045,01-07-2017,06-03-2021,11-03-2021,Property,134.55,20000,Joseph Brake,Panama City Beach,FL,32408,Married,54,70,Employed,4,Medium,Own,Higher Incomegh Income,College,Approved,Major Loss,Other,Yes,Yes,GA,Savannah,0,AGENT01031,VNDR00025
19-03-2021,TXN00007359,A00001321,PLC00007056,26-12-2018,06-03-2021,11-03-2021,Life,71.09,23000,Tonya Davis,Montgomery,AL,36111,Married,27,50,Employed,7,Medium,Mortgage,Medium Income,Bachelor,Approved,Total Loss,Ambulance,Yes,Yes,AR,Fayetteville,14,AGENT00982,VNDR00125
19-03-2021,TXN00007360,A00004080,PLC00001399,06-12-2015,18-03-2021,18-03-2021,Mobile,6.77,100,Rhonda Gilliland,Montgomery,AL,36117,Single,53,42,Unemployed,5,High,Own,Lower Income,College,Approved,Major Loss,Ambulance,No,No,FL,Panama City,8,AGENT00018,No Vendor
19-03-2021,TXN00007361,A00007240,PLC00002629,18-02-2014,15-03-2021,16-03-2021,Travel,84.47,5000,Cheryl Dalton,Fremont,CA,94555,Married,64,101,Employed,5,Low,Mortgage,Medium Income,Bachelor,Approved,Minor Loss,None,No,Yes,FL,Southport,15,AGENT00354,VNDR00397
19-03-2021,TXN00007362,A00000345,PLC00003343,23-12-2010,05-03-2021,10-03-2021,Property,125.15,33000,Everett Dorman,Panama City,FL,32401,Married,34,42,Employed,5,High,Own,Lower Income,Bachelor,Approved,Major Loss,Police,Yes,Yes,CO,Aurora,16,AGENT00501,VNDR00321
19-03-2021,TXN00007363,A00003305,PLC00005737,09-10-2015,06-03-2021,11-03-2021,Motor,91.88,9000,Nadine Pasquale,Nashville,TN,37221,Single,60,48,Employed,5,Low,Own,Higher Incomegh Income,High School,Approved,Total Loss,None,No,Yes,FL,Panama City Beach,11,AGENT00702,VNDR00282
19-03-2021,TXN00007364,A00006270,PLC00003577,17-11-2014,06-03-2021,11-03-2021,Life,77.66,75000,Ann Confer,Pueblo West,CO,81007,Single,57,66,Employed,6,Medium,Rent,Higher Incomegh Income,High School,Approved,Total Loss,Ambulance,No,Yes,FL,Panama City,20,AGENT00923,VNDR00107
19-03-2021,TXN00007365,A00001895,PLC00002693,21-04-2012,18-03-2021,18-03-2021,Mobile,7.57,600,Beverly Ames,Annapolis,MD,21403,Married,26,78,Employed,4,Medium,Own,Higher Incomegh Income,PhD,Approved,Total Loss,Police,Yes,Yes,AK,Anchorage,15,AGENT00025,VNDR00419
19-03-2021,TXN00007366,A00007540,PLC00006913,09-01-2014,28-02-2021,05-03-2021,Motor,112.60,9000,Patricia Mcfarlane,Louisville,KY,40272,Married,48,46,Employed,2,Medium,Mortgage,Higher Incomegh Income,Bachelor,Approved,Major Loss,None,Yes,No,CO,Arvada,22,AGENT00720,VNDR00524
19-03-2021,TXN00007367,A00000441,PLC00006971,19-10-2011,14-03-2021,15-03-2021,Property,84.34,11000,Jane Abbott,Louisville,KY,40217,Married,28,19,Employed,5,Medium,Rent,Higher Incomegh Income,Bachelor,Approved,Major Loss,Police,Yes,Yes,CA,Union City,19,AGENT00099,No Vendor
19-03-2021,TXN00007368,A00008601,PLC00008823,06-06-2016,06-03-2021,11-03-2021,Health,137.97,11000,James Ferraro,Washington,DC,20019,Married,55,67,Employed,6,Medium,Rent,Lower Income,Bachelor,Approved,Minor Loss,None,No,Yes,CO,Arvada,8,AGENT00397,VNDR00143
19-03-2021,TXN00007369,A00009505,PLC00000437,28-06-2013,28-02-2021,05-03-2021,Motor,110.00,2000,Brian Robinson,Glen Burnie,MD,21061,Single,45,92,Employed,5,Medium,Mortgage,Higher Incomegh Income,College,Approved,Major Loss,Ambulance,Yes,Yes,CO,Arvada,15,AGENT00553,No Vendor
19-03-2021,TXN00007370,A00001086,PLC00001197,04-06-2014,05-03-2021,10-03-2021,Mobile,10.31,300,Jeffrey Noel,Fayetteville,AR,72703,Married,53,21,Employed,6,Low,Rent,Lower Income,Bachelor,Approved,Total Loss,Ambulance,No,Yes,CO,Arvada,17,AGENT00659,No Vendor
19-03-2021,TXN00007371,A00003669,PLC00008620,11-11-2017,18-03-2021,18-03-2021,Travel,64.86,1000,Owen Garcia,Manchester,CT,6042,Married,61,54,Employed,2,Low,Own,Medium Income,Bachelor,Approved,Minor Loss,None,Yes,No,AZ,Litchfield Park,19,AGENT00696,VNDR00422
19-03-2021,TXN00007372,A00001647,PLC00003585,17-03-2013,06-03-2021,11-03-2021,Motor,85.14,3000,Joan Mcdowell,Louisville,KY,40245,Single,31,88,Employed,3,Low,Own,Lower Income,High School,Approved,Total Loss,Police,No,Yes,TN,Nashville,1,AGENT00894,VNDR00368
19-03-2021,TXN00007373,A00000966,PLC00000486,12-07-2017,09-03-2021,12-03-2021,Property,87.97,10000,Hosea Hyland,Hingham,MA,2043,Married,26,63,Employed,2,Medium,Own,Lower Income,Unknown,Approved,Minor Loss,Ambulance,No,Yes,FL,Panama City,1,AGENT00319,No Vendor
19-03-2021,TXN00007374,A00008296,PLC00007097,27-05-2014,14-03-2021,15-03-2021,Motor,90.75,2000,James Tullis,Glen Burnie,MD,21060,Married,58,104,Employed,4,Low,Own,Medium Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,GA,Savannah,4,AGENT00205,VNDR00472
19-03-2021,TXN00007375,A00001579,PLC00003553,10-02-2012,17-03-2021,17-03-2021,Life,75.79,43000,Shirley Paul,Worcester,MA,1606,Married,60,27,Employed,3,Low,Rent,Medium Income,High School,Approved,Minor Loss,Police,No,Yes,MD,Severna Park,17,AGENT01059,VNDR00303
19-03-2021,TXN00007376,A00001275,PLC00003586,13-12-2018,28-02-2021,05-03-2021,Motor,117.46,9000,Mary Menendez,Oklahoma City,OK,73129,Married,42,31,Employed,5,Low,Mortgage,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,No,GA,Savannah,19,AGENT00108,No Vendor
19-03-2021,TXN00007377,A00009195,PLC00006847,23-09-2013,11-03-2021,14-03-2021,Health,182.79,10000,Maria Ellison,Montgomery,AL,36110,Married,42,94,Employed,4,Medium,Own,Medium Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,GA,Savannah,20,AGENT01106,No Vendor
19-03-2021,TXN00007378,A00005464,PLC00008269,17-09-2010,01-03-2021,06-03-2021,Health,143.08,4000,Matthew Wilkins,Wolcott,VT,5680,Married,39,113,Employed,7,Low,Rent,Higher Incomegh Income,College,Approved,Total Loss,Ambulance,Yes,Yes,KY,Louisville,0,AGENT00064,VNDR00232
20-03-2021,TXN00007379,A00006532,PLC00007524,13-01-2016,19-03-2021,19-03-2021,Health,188.08,19000,Pat Bronder,Greeley,CO,80631,Married,27,34,Unemployed,6,Low,Rent,Medium Income,High School,Approved,Major Loss,Ambulance,Yes,No,VT,Hartford,0,AGENT00550,No Vendor
20-03-2021,TXN00007380,A00005623,PLC00003801,08-05-2017,10-03-2021,13-03-2021,Health,160.44,20000,Barbara Parsons,Nashville,TN,37207,Married,45,44,Employed,3,Medium,Rent,Lower Income,High School,Approved,Minor Loss,Police,Yes,Yes,OK,Oklahoma City,4,AGENT00166,VNDR00169
20-03-2021,TXN00007381,A00005368,PLC00006824,24-08-2011,17-03-2021,17-03-2021,Travel,52.45,1000,Manuela Chapman,Anchorage,AK,99516,Single,59,96,Employed,6,Low,Own,Higher Incomegh Income,High School,Approved,Major Loss,Ambulance,No,Yes,FL,Panama City Beach,3,AGENT01030,No Vendor
20-03-2021,TXN00007382,A00008019,PLC00001232,09-06-2019,12-03-2021,15-03-2021,Property,132.99,26000,Elizabeth Miracle,Glendale,AZ,85308,Married,58,34,Employed,5,Low,Own,Medium Income,MD,Approved,Total Loss,None,Yes,No,AK,Anchorage,11,AGENT00286,VNDR00163
20-03-2021,TXN00007383,A00005959,PLC00007021,22-10-2014,02-03-2021,07-03-2021,Property,91.93,25000,Benjamin Lawson,Los Angeles,CA,90066,Single,52,117,Employed,3,Medium,Mortgage,Lower Income,PhD,Approved,Total Loss,Police,Yes,Yes,AL,Montgomery,19,AGENT00737,No Vendor
20-03-2021,TXN00007384,A00001190,PLC00002264,25-12-2019,09-03-2021,14-03-2021,Property,156.29,39000,Donna Paro,Louisville,KY,40245,Single,32,55,Employed,7,Medium,Own,Lower Income,College,Denied,Minor Loss,None,Yes,Yes,MD,Glen Burnie,20,AGENT00688,VNDR00403
20-03-2021,TXN00007385,A00004866,PLC00000464,26-11-2011,07-03-2021,12-03-2021,Travel,54.08,3000,Brian Joseph,San Leandro,CA,94577,Married,51,72,Employed,4,Medium,Rent,Lower Income,High School,Approved,Major Loss,Police,Yes,No,OK,Oklahoma City,10,AGENT00752,VNDR00364
20-03-2021,TXN00007386,A00003552,PLC00008786,06-12-2017,17-03-2021,17-03-2021,Property,127.08,15000,Eula Walp,Oklahoma City,OK,73159,Married,57,13,Employed,6,Medium,Mortgage,Medium Income,High School,Approved,Minor Loss,Ambulance,No,Yes,AZ,Glendale,19,AGENT00970,VNDR00415
20-03-2021,TXN00007387,A00001646,PLC00009118,22-03-2017,03-03-2021,08-03-2021,Health,121.47,16000,Jeremy Hathorn,Louisville,KY,40291,Married,34,80,Employed,7,Low,Own,Lower Income,Bachelor,Approved,Minor Loss,None,Yes,Yes,VT,Woodford,13,AGENT00290,No Vendor
20-03-2021,TXN00007388,A00004886,PLC00004718,25-03-2017,10-03-2021,13-03-2021,Health,175.18,10000,Ronald Kennedy,Savannah,GA,31406,Married,61,104,Employed,7,Medium,Rent,Higher Incomegh Income,High School,Approved,Total Loss,Ambulance,Yes,No,CA,South Lake Tahoe,5,AGENT00299,VNDR00276
20-03-2021,TXN00007389,A00005981,PLC00008420,28-02-2014,11-03-2021,14-03-2021,Travel,82.98,1000,Lucinda Havens,Fayetteville,AR,72701,Married,52,56,Employed,7,High,Own,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Ambulance,No,Yes,CT,Manchester,0,AGENT00197,VNDR00193
20-03-2021,TXN00007390,A00000493,PLC00006536,01-04-2012,06-03-2021,11-03-2021,Property,98.70,16000,Joel Simpson,Savannah,GA,31404,Married,33,10,Employed,7,Medium,Rent,Higher Incomegh Income,High School,Denied,Major Loss,Other,No,Yes,CT,Manchester,2,AGENT01049,No Vendor
20-03-2021,TXN00007391,A00000475,PLC00008042,18-08-2012,07-03-2021,12-03-2021,Property,121.51,28000,Mathew Fennel,Washington,DC,20002,Married,41,37,Employed,6,Medium,Rent,Higher Incomegh Income,MD,Approved,Total Loss,Police,No,No,CO,Arvada,7,AGENT00559,No Vendor
20-03-2021,TXN00007392,A00009480,PLC00004210,14-10-2014,10-03-2021,13-03-2021,Travel,93.56,5000,Donald Cosby,Union City,CA,94587,Married,55,41,Employed,7,Low,Rent,Lower Income,Bachelor,Approved,Major Loss,Ambulance,Yes,No,AL,Montgomery,5,AGENT00243,VNDR00040
20-03-2021,TXN00007393,A00003651,PLC00005783,10-07-2014,16-03-2021,17-03-2021,Motor,101.26,9000,James Richardson,Nashville,TN,37221,Married,33,25,Employed,3,Medium,Mortgage,Lower Income,High School,Approved,Minor Loss,Police,Yes,No,CO,Arvada,15,AGENT00417,VNDR00354
20-03-2021,TXN00007394,A00003955,PLC00000044,11-11-2014,14-03-2021,16-03-2021,Travel,72.66,3000,Joanne Miller,Oklahoma City,OK,73135,Married,40,66,Employed,6,Low,Own,Higher Incomegh Income,High School,Approved,Major Loss,None,Yes,Yes,OK,Moore,9,AGENT00150,No Vendor
20-03-2021,TXN00007395,A00006828,PLC00004499,16-10-2014,01-03-2021,06-03-2021,Life,93.39,40000,Steven Smith,Montgomery,AL,36107,Married,58,70,Employed,3,Low,Rent,Medium Income,Bachelor,Approved,Major Loss,Police,No,Yes,AZ,Glendale,12,AGENT00480,No Vendor
20-03-2021,TXN00007396,A00002110,PLC00003327,18-11-2017,13-03-2021,15-03-2021,Motor,81.70,7000,Gayla Gabrielsen,Bakersfield,CA,93313,Single,37,16,Employed,6,High,Own,Medium Income,Bachelor,Approved,Total Loss,Other,Yes,Yes,KY,Louisville,18,AGENT00642,VNDR00469
20-03-2021,TXN00007397,A00008663,PLC00000117,08-12-2019,19-03-2021,19-03-2021,Motor,99.90,10000,Beatrice Washington,Louisville,KY,40220,Single,51,98,Employed,3,Medium,Mortgage,Lower Income,High School,Approved,Total Loss,Ambulance,Yes,No,FL,Panama City,4,AGENT00202,No Vendor
20-03-2021,TXN00007398,A00003158,PLC00001349,21-02-2013,07-03-2021,12-03-2021,Health,179.59,20000,Juan Whitchurch,Selma,CA,93662,Married,26,72,Employed,3,Medium,Own,Medium Income,Unknown,Approved,Total Loss,Ambulance,Yes,No,CO,Arvada,22,AGENT00489,VNDR00574
